ruta_imagen1,ruta_imagen2,ruta_imagen3,theta_i
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, 1.5707963267948966, 7.27621992569508, 127.65163095801834, 94.63430118104708].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, 1.5707963267948966, 7.27621992569508, 127.65163095801834, 94.63430118104708].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, 1.5707963267948966, 7.27621992569508, 127.65163095801834, 94.63430118104708].png","[9.42477796076938, -1.0471975511965979, 1.5707963267948966, 7.27621992569508, 127.65163095801834, 94.63430118104708]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, 1.308996938995747, 72.57951372569596, 117.27189742062336, 157.0662178784502].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, 1.308996938995747, 72.57951372569596, 117.27189742062336, 157.0662178784502].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, 1.308996938995747, 72.57951372569596, 117.27189742062336, 157.0662178784502].png","[9.42477796076938, -1.0471975511965979, 1.308996938995747, 72.57951372569596, 117.27189742062336, 157.0662178784502]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, -2.0, 135.81218806873042, 70.09353102945481, 10.803211105817656].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, -2.0, 135.81218806873042, 70.09353102945481, 10.803211105817656].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, -2.0, 135.81218806873042, 70.09353102945481, 10.803211105817656].png","[9.42477796076938, -0.8377580409572782, -2.0, 135.81218806873042, 70.09353102945481, 10.803211105817656]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, -2.0943951023931953, 126.26062153166617, 46.54516056762603, 94.3930945439794].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, -2.0943951023931953, 126.26062153166617, 46.54516056762603, 94.3930945439794].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, -2.0943951023931953, 126.26062153166617, 46.54516056762603, 94.3930945439794].png","[9.42477796076938, -0.8377580409572782, -2.0943951023931953, 126.26062153166617, 46.54516056762603, 94.3930945439794]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, -1.832595714594046, 93.31736944379472, 162.3452247480587, 122.3222422827454].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, -1.832595714594046, 93.31736944379472, 162.3452247480587, 122.3222422827454].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, -1.832595714594046, 93.31736944379472, 162.3452247480587, 122.3222422827454].png","[9.42477796076938, -0.8377580409572782, -1.832595714594046, 93.31736944379472, 162.3452247480587, 122.3222422827454]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, -1.5707963267948966, 82.54575569004365, 140.96515988614814, 76.14698706011237].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, -1.5707963267948966, 82.54575569004365, 140.96515988614814, 76.14698706011237].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, -1.5707963267948966, 82.54575569004365, 140.96515988614814, 76.14698706011237].png","[9.42477796076938, -0.8377580409572782, -1.5707963267948966, 82.54575569004365, 140.96515988614814, 76.14698706011237]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, -1.308996938995747, 127.7655437046361, 111.11760144805136, 2.9872272813572387].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, -1.308996938995747, 127.7655437046361, 111.11760144805136, 2.9872272813572387].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, -1.308996938995747, 127.7655437046361, 111.11760144805136, 2.9872272813572387].png","[9.42477796076938, -0.8377580409572782, -1.308996938995747, 127.7655437046361, 111.11760144805136, 2.9872272813572387]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, 2.0, 113.16929531193782, 32.44092579423063, 24.61022822260247].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, 2.0, 113.16929531193782, 32.44092579423063, 24.61022822260247].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, 2.0, 113.16929531193782, 32.44092579423063, 24.61022822260247].png","[9.42477796076938, -0.8377580409572782, 2.0, 113.16929531193782, 32.44092579423063, 24.61022822260247]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, 2.0943951023931953, 173.8095316657104, 9.349857032770288, 178.73420551008118].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, 2.0943951023931953, 173.8095316657104, 9.349857032770288, 178.73420551008118].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, 2.0943951023931953, 173.8095316657104, 9.349857032770288, 178.73420551008118].png","[9.42477796076938, -0.8377580409572782, 2.0943951023931953, 173.8095316657104, 9.349857032770288, 178.73420551008118]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, 1.832595714594046, 175.16593866484442, 78.80015033881463, 90.9428642000375].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, 1.832595714594046, 175.16593866484442, 78.80015033881463, 90.9428642000375].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, 1.832595714594046, 175.16593866484442, 78.80015033881463, 90.9428642000375].png","[9.42477796076938, -0.8377580409572782, 1.832595714594046, 175.16593866484442, 78.80015033881463, 90.9428642000375]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, 1.5707963267948966, 111.42009203850843, 167.9077790111517, 109.69754303777971].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, 1.5707963267948966, 111.42009203850843, 167.9077790111517, 109.69754303777971].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, 1.5707963267948966, 111.42009203850843, 167.9077790111517, 109.69754303777971].png","[9.42477796076938, -0.8377580409572782, 1.5707963267948966, 111.42009203850843, 167.9077790111517, 109.69754303777971]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -0.8377580409572782, 1.308996938995747, 115.02375907768263, 173.66629646064752, 48.8392598195845].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -0.8377580409572782, 1.308996938995747, 115.02375907768263, 173.66629646064752, 48.8392598195845].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -0.8377580409572782, 1.308996938995747, 115.02375907768263, 173.66629646064752, 48.8392598195845].png","[9.42477796076938, -0.8377580409572782, 1.308996938995747, 115.02375907768263, 173.66629646064752, 48.8392598195845]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -2.5132741228718345, -2.0, 175.2974883876273, 11.584004844603628, 7.64143905720585].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -2.0, 175.2974883876273, 11.584004844603628, 7.64143905720585].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -2.5132741228718345, -2.0, 175.2974883876273, 11.584004844603628, 7.64143905720585].png","[0.0, -2.5132741228718345, -2.0, 175.2974883876273, 11.584004844603628, 7.64143905720585]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -2.5132741228718345, -2.0943951023931953, 159.3456604241477, 89.49279797081901, 163.67572041230846].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -2.0943951023931953, 159.3456604241477, 89.49279797081901, 163.67572041230846].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -2.5132741228718345, -2.0943951023931953, 159.3456604241477, 89.49279797081901, 163.67572041230846].png","[0.0, -2.5132741228718345, -2.0943951023931953, 159.3456604241477, 89.49279797081901, 163.67572041230846]"
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-39-33.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-09.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-10.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-11.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-12.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-13.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-14.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_19-40-15.png,0.0,0.0,0.0
